NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
13932,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD",56.81,257,26.8,15.75,1.1,0,0,0,18,1.81,22,201,327,54,4.81,0.088,0.009,29,0,0.067,0.118,7.269,0.528,0.534,8,0,8,8,102.1,1.77,0,0,0,0,0,0,0,0,0.46,,,1.6,6.202,6.564,0.583,96,85,3 oz,306,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",4
13933,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,PAN-FRIED",49.56,313,28.77,21.06,1.28,0,0,0,12,3.42,28,235,406,71,5.55,0.131,0.017,29.8,0,0.12,0.29,3.83,0.39,0.44,9,0,9,9,109.6,3.34,0,0,0,0,0,0,0,0,0.54,0.3,14,1.9,8.18,8.86,1.71,98,85,3 oz,307,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2
13934,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",67.32,189,20.68,11.13,1.08,0,0,0,24,1.51,21,194,321,53,3.54,0.073,0.01,24.1,0,0.074,0.112,5.526,0.586,0.571,11,0,11,11,86.4,0.98,0,0,0,0,0,0,0,0,0.35,,,1.4,4.491,4.765,0.423,72,85,3 oz,594,1 steak,3
13935,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRLD",59.92,230,27.12,12.71,1.11,0,0,0,22,1.66,23,217,345,57,4.93,0.074,0.009,29.3,0,0.079,0.142,7.083,0.535,0.594,8,0,8,8,103.3,1.41,0,0,0,0,0,0,0,0,0.43,,,1.5,5.004,5.296,0.471,89,85,3 oz,485,"1 steak,  (yield from 1 raw steak weighing 624g)",5
13937,"BEEF,CHUCK,CLOD RST,LN,0"" FAT,CHOIC,CKD,RSTD",64.39,171,25.95,6.69,1.13,0,0,0,7,3.2,22,223,386,74,6.39,0.1,,30,0,0.087,0.244,3.415,,0.269,9,0,9,9,98.8,2.97,0,0,0,0,0,0,0,0,0.17,0.1,6,,1.96,3.51,0.25,87,85,3 oz,,,11
13940,"BEEF,CHUCK,CLOD RST,LN,0"" FAT,SEL,CKD,RSTD",64.21,172,28.09,5.82,1.3,0,0,0,7,3.19,22,222,384,74,6.39,0.1,,30,0,0.094,0.264,3.696,,0.291,10,0,10,10,107,3.22,0,0,0,0,0,0,0,0,0.17,0.1,5,,2.15,2.92,0.34,90,85,3 oz,,,9
13943,"Beef, shoulder steak, boneless, lean only, 0"", choice, grill",64.21,178,28.54,6.25,1.22,0,0,0,12,2.95,26,249,372,68,8.03,0.107,0.013,32.6,0,0.08,0.218,5.613,0.74,0.681,7,0,7,7,86,3.3,4,1,1,0,0,0,0,0,0.12,0.1,5,1.6,2.596,3.249,0.407,81,85,"3 oz,  ( 1 serving )",,,8
13946,"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",65.24,169,28.71,5.17,1.25,0,0,0,12,2.94,25,249,371,68,8.43,0.103,0.014,31.2,0,0.1,0.235,5.435,0.84,0.674,7,0,7,7,91.5,3.62,6,2,2,0,0,0,0,0,0.07,0.1,4,1.6,2.192,2.603,0.306,83,85,3 oz,,,8
13948,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",64.17,192,27.66,8.23,1.09,0,0,0,20,1.74,23,210,339,56,4.9,0.082,0.009,29.4,0,0.075,0.133,7.363,0.545,0.579,9,0,9,9,105.4,1.63,0,0,0,0,0,0,0,0,0.38,,,1.4,3.395,3.317,0.322,79,85,3 oz,383,"1 steak,  (yield from 475 g raw meat)",0
13949,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD",65.01,183,27.78,7.15,1.13,0,0,0,22,1.68,24,220,351,58,5.01,0.076,0.01,29.8,0,0.081,0.146,7.256,0.548,0.609,9,0,9,9,105.8,1.44,0,0,0,0,0,0,0,0,0.37,,,1.3,2.951,2.882,0.28,78,85,3 oz,379,"1 steak,  (yield from 467 g raw meat)",0
13950,"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,SEL,CKD,BRSD",59.38,205,33.59,6.77,0.98,0,0,0,20,2.78,22,208,275,57,8.01,0.105,0.011,32.5,0,0.063,0.158,4.175,0.572,0.285,9,0,9,9,127.9,1.92,0,0,0,0,0,0,0,0,0.43,,,1.5,2.666,2.913,0.25,93,85,3 oz,247,"1 steak,  (yield from 388 g raw meat)",0
13951,"BEEF,RIB EYE,SML END (RIBS 10-12),LN & FAT,0"",SEL,CKD,BRLD",59.16,234,27.95,12.71,1.12,0,0,0,22,1.7,24,223,355,59,5.06,0.076,0.01,30.1,0,0.081,0.146,7.301,0.552,0.612,9,0,9,9,,1.45,0,0,0,0,0,0,0,0,0.44,,,1.5,4.934,5.205,0.472,92,85,3 oz,231,"1 steak,  (yield from 294 g raw meat)",8
13952,"BEEF,RIBEYE,SML END(RIBS 10-12),LN&FAT,0"",ALL GRDS,CKD,BRLD",57.52,249,27.27,14.74,1.1,0,0,0,20,1.75,23,212,340,56,4.93,0.082,0.01,29.5,0,0.074,0.131,7.257,0.538,0.571,8,0,8,8,,1.6,0,0,0,0,0,0,0,0,0.45,,,1.6,5.72,6.034,0.547,89,85,3 oz,233,"1 steak,  (yield from 295 g raw meat)",8
13953,"BF,BTTM SRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",62.63,211,26.05,11.07,1.05,0,0,0,19,1.66,22,201,323,53,4.67,0.078,0.009,28,0,0.07,0.126,6.933,0.514,0.545,8,0,8,8,99.2,1.53,0,0,0,0,0,0,0,0,0.4,,,1.4,,,,83,569,"1 roast,  (yield from 690g raw meat)",,,2
13954,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,ALL GRDS,RAW",70.08,165,20.64,8.55,1.03,0,0,0,25,1.49,21,189,317,52,3.58,0.07,0.011,23.1,0,0.064,0.1,6.087,0.594,0.563,11,0,11,11,86.2,1.06,0,0,0,0,0,0,0,0,0.32,,,1.3,3.14,4.246,0.394,66,85,3 oz,261,1 roast,1
13955,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",61.82,221,25.66,12.36,1.03,0,0,0,17,1.7,20,189,308,50,4.52,0.083,0.009,27.3,0,0.064,0.113,6.959,0.505,0.511,8,0,8,8,97.7,1.69,0,0,0,0,0,0,0,0,0.41,,,1.4,4.546,6.121,0.406,85,85,3 oz,591,"1 roast,  (yield from 714 g raw meat)",2
13956,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,CHOIC,RAW",69.37,174,20.64,9.51,1,0,0,0,25,1.47,21,183,313,51,3.61,0.067,0.013,22.1,0,0.055,0.087,6.658,0.603,0.556,11,0,11,11,86.2,1.15,0,0,0,0,0,0,0,0,0.33,,,1.3,3.493,4.724,0.438,68,85,3 oz,271,1 roast,2
13957,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",63.45,201,26.44,9.78,1.06,0,0,0,21,1.62,23,212,338,56,4.82,0.073,0.009,28.7,0,0.077,0.138,6.906,0.522,0.579,8,0,8,8,100.7,1.37,0,0,0,0,0,0,0,0,0.39,,,1.4,3.595,4.841,0.321,81,85,3 oz,547,"1 roast,  (yield from 666 g raw meat)",1
13958,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,RAW",70.73,157,20.64,7.68,1.06,0,0,0,24,1.51,21,194,321,53,3.54,0.073,0.01,24.1,0,0.074,0.112,5.516,0.585,0.57,11,0,11,11,86.2,0.98,0,0,0,0,0,0,0,0,0.31,,,1.2,2.822,3.816,0.354,65,85,3 oz,252,1 roast,1
13959,"BEEF,RND,TOP RND STK,BNLS,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD",64.68,167,29.96,4.28,1.24,0,0,0,18,3.24,17,305,433,75,5.12,0.066,0.005,30.7,0,0.088,0.326,8.935,0.496,0.878,5,0,5,5,89.8,2.28,15,5,5,0,0,0,0,0,0.32,0,1,1.4,1.788,2.056,0.331,86,85,3 oz,277,"1 steak,  (yield from 381 g raw meat)",0
13961,"BEEF,CHUCK,MOCK TENDER STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",65.59,161,25.74,5.69,1.5,0,0,0,8,3.02,23,234,293,73,7.83,0.121,,25.2,0,0.11,0.229,3.613,,0.32,8,0,8,8,98,3.37,0,0,0,0,0,0,0,0,0.16,,,,1.71,2.71,0.4,94,85,"3 oz,  (1 serving)",,,5
13963,"BEEF,CHUCK,MOCK TENDER STEAK,LN,0"" FAT,SEL,CKD,BRLD",67.26,157,26.13,5.02,1.15,0,0,0,7,2.8,23,217,293,68,7.83,0.112,,25.3,0,0.112,0.232,3.668,,0.324,8,0,8,8,99.5,3.42,0,0,0,0,0,0,0,0,0.16,,,,2,2.46,0.36,99,85,3 oz,,,3
13965,"BEEF,CHUCK,TOP BLADE,LN,0"" FAT,CHOIC,CKD,BRLD",61.63,217,26.11,11.65,1.03,0,0,0,7,2.81,24,218,304,68,8.92,0.113,,20,0,0.112,0.232,3.665,,0.324,8,0,8,8,99.4,3.42,0,0,0,0,0,0,0,0,0.18,,,,3.62,5.73,0.41,93,85,3 oz,,,15
13967,"BEEF,CHUCK,TOP BLADE,LN,0"" FAT,SEL,CKD,BRLD",64.32,184,26.16,8,1.21,0,0,0,7,2.8,24,217,304,68,8.92,0.112,,20,0,0.141,0.228,4.049,,0.478,9,0,9,9,99.6,3.78,0,0,0,0,0,0,0,0,0.16,,,,2.71,3.33,0.31,94,85,3 oz,,,19
13968,"BEEF,RND,TOP RND STK,BNLS,LN & FAT,0"" FAT,CHOIC,CKD,GRLD",64.09,170,30.12,4.62,1.21,0,0,0,18,3.26,17,305,426,78,5.22,0.066,0.006,30.3,0,0.088,0.313,9.215,0.485,0.887,5,0,5,5,90.5,2.3,15,4,4,0,0,0,0,0,0.34,0,1,1.5,1.769,2.084,0.307,86,85,3 oz,284,"1 steak,  (yield from 396 g raw meat)",0
13969,"BEEF,RND,TOP RND STEAK,BNLS,LN & FAT,0"" FAT,SEL,CKD,GRLD",65.58,162,29.7,3.85,1.25,0,0,0,19,3.25,16,304,436,76,4.89,0.066,0.004,31.4,0,0.088,0.345,8.514,0.513,0.865,5,0,5,5,88.7,2.25,16,5,5,0,0,0,0,0,0.29,0,1,1.4,1.502,1.646,0.312,88,85,3 oz,269,"1 steak,  (yield from 368 g meat)",0
13970,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",70.73,155,21.22,7.17,1,0,0,0,25,1.55,22,195,328,54,3.7,0.072,0.012,23.9,0,0.066,0.102,6.257,0.61,0.579,11,0,11,11,88.6,1.09,0,0,0,0,0,0,0,0,0.31,,,1.2,2.978,2.924,0.277,65,85,3 oz,188,1 steak,0
13971,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,SEL,RAW",71.99,145,21.22,6.06,0.98,0,0,0,24,1.54,22,197,326,54,3.6,0.074,0.01,24.5,0,0.076,0.115,5.671,0.601,0.586,11,0,11,11,88.6,1.01,0,0,0,0,0,0,0,0,0.3,,,1.2,2.514,2.469,0.234,62,85,3 oz,173,1 steak,1
13972,"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,ALL GRD, RAW",72.48,137,20.61,6.01,1.03,0,0,0,18,2.18,21,204,357,85,8.21,0.065,0.011,22.5,0,0.065,0.16,4.593,0.655,0.403,3,0,3,3,69.3,2.95,6,2,2,0,0,0,0,0,0.2,0.1,4,1.5,2.55,3.11,0.31,69,85,3 oz,1289,1 roast,18
13973,"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,CHOIC,RAW",72.16,139,20.67,6.21,1.05,0,0,0,17,2.18,21,201,332,85,8.25,0.063,0.011,21.8,0,0.06,0.157,4.593,0.59,0.383,3,0,3,3,68.7,2.91,6,2,2,0,0,0,0,0,0.23,0.1,4,1.5,2.354,2.938,0.299,67,85,3 oz,1263,1 roast,20
13974,"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,RAW",72.96,133,20.52,5.71,1.01,0,0,0,19,2.21,21,200,393,86,8.29,0.071,0.011,24.3,0,0.07,0.17,4.83,0.72,0.435,3,0,3,3,69.9,2.98,7,2,2,0,0,0,0,0,0.15,0.1,3,1.5,1.61,3.67,0.37,74,85,3 oz,1327,1 roast,15
13975,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",69.47,169,20.15,9.86,0.96,0,0,0,13,1.98,22,212,349,79,4.93,0.069,0.002,21.6,0,0.07,0.154,6.115,0.647,0.586,3,0,3,3,61.3,1.68,12,4,4,0,0,0,0,0,0.16,0.1,4,1.5,3.704,4.772,0.398,67,85,3 oz,1780,1 piece,1
13977,"BEEF,PLATE,INSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",61.77,205,26.66,10.06,1.09,0,0,0,11,2.83,24,236,295,76,7.43,0.095,,19.9,0,0.092,0.194,3.82,,0.327,7,0,7,7,101.5,3.8,0,0,0,0,0,0,0,0,0.11,,,,3.85,5.22,0.36,85,85,3 oz,,,3
13979,"BEEF,PLATE,OUTSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",59.17,233,24.18,14.37,0.95,0,0,0,10,2.66,25,221,393,94,5.72,0.089,,18.7,0,0.119,0.195,4.331,,0.495,8,0,8,8,92.1,4.3,0,0,0,0,0,0,0,0,0.11,,,,5.97,7.38,0.6,91,85,3 oz,,,5
13980,"BEEF, CHUCK, SHORT RIBS, BNL, 0"" FAT, CHOICE, CKED, BR",55.94,250,28.84,14.95,0.9,0,0,0,14,3.19,23,200,264,75,11.95,0.113,0.015,33.3,0,0.1,0.257,3.467,0.8,0.291,7,0,7,7,95.9,4.06,5,2,2,0,0,0,0,0,0.1,0.2,6,1.6,4.22,9.78,0.81,102,85,3 oz,272,1 piece,27
13981,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",58.71,224,28.79,12.08,0.93,0,0,0,14,3.21,23,209,308,75,12.28,0.111,0.016,36,0,0.1,0.28,3.74,0.87,0.33,7,0,7,7,106.6,3.66,8,2,2,0,0,0,0,0,0.07,0.1,4,1.6,3.54,7.7,0.76,108,85,3 oz,315,1 piece,24
13982,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,ALL GRDS,CKD,BRSD",57.05,240,28.82,13.8,0.91,0,0,0,14,3.2,23,201,276,75,11.99,0.114,0.016,33.9,0,0.1,0.263,3.523,0.835,0.308,7,0,7,7,101.2,3.92,6,2,2,0,0,0,0,0,0.09,0.1,6,1.6,3.89,8.89,0.78,105,85,3 oz,289,1 piece,26
13983,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,SEL,RAW",70.52,158,20.57,8.45,1.01,0,0,0,12,2.02,22,206,336,82,5.05,0.063,0.002,25.4,0,0.079,0.154,5.875,0.73,0.597,3,0,3,3,58.6,1.88,13,4,4,0,0,0,0,0,0.11,0.1,4,1.5,3.424,4.307,0.384,69,85,3 oz,514,1 piece,1
13985,"BF,LOIN,BTTM SIRLOIN BUTT,TRI-TIP,LN,0"" FAT,ALL GRD,CKD,RSTD",64.67,182,26.75,8.34,1.08,0,0,0,17,1.69,23,211,340,55,4.93,0.079,0.01,30.9,0,0.073,0.136,7.655,0.526,0.574,9,0,9,9,101.9,1.53,0,0,0,0,0,0,0,0,0.38,,,1.3,3.108,4.205,0.268,78,85,1 serving,569,1 roast,6
14003,"ALCOHOLIC BEV,BEER,REG,ALL",91.96,43,0.46,0,0.16,3.55,0,0,4,0.02,6,14,27,4,0.01,0.005,0.008,0.6,0,0.005,0.025,0.513,0.041,0.046,6,0,6,6,10.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7,1 fl oz,356,1 can,0
14004,"ALCOHOLIC BEV,BEER,REG,BUDWEISER",92.77,41,0.36,0,0.11,2.97,0,,4,0,7,13,33,3,0,0.003,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29.8,1 fl oz,357,12 fl oz,0
14005,"ALCOHOLIC BEV,BEER,LT,BUDWEISER SEL",95.3,28,0.2,0,0.08,0.87,0,,4,0,6,,26,3,0.01,0.001,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29.5,1 fl oz,355,12 fl oz,0
14006,"ALCOHOLIC BEV,BEER,LT",94.88,29,0.24,0,0.09,1.64,0,0.09,4,0.03,5,12,21,4,0.01,0.006,0.006,0.4,0,0.005,0.015,0.391,0.03,0.034,6,0,6,6,8.8,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,1 fl oz,354,"1 can,  or bottle (12 fl oz)",0
14007,"ALCOHOLIC BEV,BEER,LT,BUD LT",95,29,0.25,0,0.11,1.3,0,,3,0,7,11,26,3,0,0.002,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29.5,1 fl oz,354,12 fl oz,0
14009,"ALCOHOLIC BEV,DAIQUIRI,CND",74.6,125,0,0,0.1,15.7,0,,0,0.01,1,2,11,40,0.03,0.016,0.005,0.1,1.3,0.001,0.001,0.014,0.007,0.003,1,0,1,1,,0,2,0,0,,,,,,,,,,0,,,0,30.5,1 fl oz,207,"1 can,  (6.8 fl oz, 200 ml)",0
14010,"ALCOHOLIC BEV,DAIQUIRI,PREPARED-FROM-RECIPE",69.74,186,0.06,0.06,0.08,6.94,0.1,5.58,3,0.09,2,5,21,5,0.04,0.022,0.015,0.1,1.6,0.013,0.005,0.051,0.017,0.008,2,0,2,2,,0,4,0,0,0,2,0,0,0,0.03,,,0.1,0.006,0.006,0.016,0,30.2,1 fl oz,60,"1 cocktail,  (2 fl oz)",0
14013,"ALCOHOLIC BEV,BEER,LT,LO CARB",95.4,27,0.17,0,0.06,0.73,0,0,4,0,4,8,17,3,0.01,0.002,0.005,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,1 fl oz,354,12 fl oz,0
14015,"ALCOHOLIC BEV,PINA COLADA,CND",54.9,237,0.6,7.6,0.3,27.6,0.1,,1,0.03,6,36,83,71,0.2,0.087,0.319,0.7,1.5,0.017,0.005,0.104,0.054,0.017,6,0,6,6,,0,24,1,0,,,,,,,,,,6.571,0.442,0.137,0,32.6,1 fl oz,222,"1 can,  (6.8 fl oz, 200 ml)",0
14016,"BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD",91.8,38,0.42,1.04,0.32,6.59,0.4,6.25,188,0.3,7,8,50,63,0.63,0.017,0.033,0.1,0,0.015,0.177,0.075,0.009,0.003,1,0,1,1,1,1.25,208,63,63,0,0,0,0,0,2.81,1,42,0,0,0.625,0.208,0,240,8 fl oz,240,1 cup,0
14017,"ALCOHOLIC BEV,PINA COLADA,PREPARED-FROM-RECIPE",64.99,174,0.42,1.88,0.14,22.66,0.3,22.33,8,0.21,8,7,71,6,0.13,0.079,0.528,0.7,4.9,0.029,0.017,0.118,0.061,0.045,12,0,12,12,,0,2,0,0,0,1,0,0,0,0.02,,,0.1,1.636,0.082,0.033,0,31.4,1 fl oz,141,"1 cocktail,  (4.5 fl oz)",0
14019,"ALCOHOLIC BEV,TEQUILA SUNRISE,CND",78.8,110,0.3,0.1,0.1,11.3,0,,0,0.02,7,10,10,57,0.6,0.042,0.014,0,19.3,0.038,0.016,0.19,0.088,0.05,11,0,11,11,,0,97,5,0,,,,,,,,,,,,,0,31.1,1 fl oz,211,"1 can,  (6.8 fl oz, 200 ml)",0
14021,"BEVERAGES,ENERGY DRK,CITRUS",88.45,45,0,0,0.28,11.27,0,10.42,8,0,0,0,4,10,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,8 fl oz,,,0
14022,"BEVERAGES,MONSTER ENERGY DRK,LO CARB",98.35,5,0,0,0.4,1.38,0,1.38,0,0,0,0,0,75,0,0,,0,0,0,0.708,8.333,,0.833,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,8 fl oz,,,0
14024,"BEVERAGES,WHISKEY SOUR MIX,PDR",0.6,383,0.6,0.1,1.4,97.3,0,97.3,272,0.39,19,13,19,274,0.14,0.13,0,0.6,2.7,0.005,0,0,0.06,0,0,0,0,0,,0.01,30,2,0,,,,,,,,,,0.019,0.006,0.037,0,17,1 packet,,,0
14025,"ALCOHOLIC BEV,WHISKEY SOUR,PREP W/ H2O,WHISKEY & PDR MIX",69.15,164,0.1,0.02,0.27,15.85,0,15.81,46,0.08,3,4,4,47,0.04,0.034,0.007,0.1,0.4,0.003,0.002,0.005,0.01,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,0,,,0,0.003,0.001,0.006,0,29.4,1 fl oz,103,"1 packet,  prepared",0
14026,"BEV, COCA-COLA COMY,NOS 0,ENEY DRK,SUG-FRE, GUANA,  B6 & B12",98.35,4,0,0,0.62,1.03,0,0,0,0,0,0,0,85,0,0,,0,0,0,0,0,,0.833,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,16 fl oz,,,0
14027,"ALCOHOLIC BEV,WHISKEY SOUR,CND",76.9,119,0,0,0.1,13.4,0.1,,0,0.01,1,6,11,44,0.06,0.009,0.006,0.1,1.6,0.011,0.006,0.02,0.008,0,0,0,0,0,,0,13,1,0,,,,,,,,,,,,,0,30.8,1 fl oz,209,"1 can,  (6.8 fl oz, 200 ml)",0
14028,"BEVERAGES,WHISKEY SOUR MIX,BTLD",78.2,87,0.1,0.1,0.2,21.4,0,21.4,2,0.11,1,6,28,102,0.07,0,0,0.4,2.7,0.013,0.01,0,0.013,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.002,0.02,0,32.3,1 fl oz,65,2 fl oz,0
14029,"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14028",72.44,153,0.06,0.06,0.12,12.82,0,12.78,1,0.08,1,5,18,61,0.06,0.008,0.007,0.2,1.6,0.01,0.008,0.005,0.008,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0.005,0.001,0.011,0,30.4,1 fl oz,106,"1 portion,  (2 oz mix + 1.5 oz whiskey)",0
14030,"BEV,COCA-COLA CO,NOS ENGY ,OGN,GRPE,CHERY,CITR, VIT B6 & B12",88.45,44,0,0,0.28,11.25,0,11.25,0,0,0,0,0,85,0,0,,0,0,0,0,0,,0.833,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,16 fl oz,,,0
14031,"BEV,H2O,BTLD,YUMBERRY,POMEGRANATE W/ ANTI-OXIDANTS, 0 CAL",98.75,5,0,0,0,1.25,0,0,0,0,0,0,8,10,0,0,,0,25,0,0,0.833,0.417,0.083,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,240,8 fl oz,,,0
14033,"BEVERAGES,ABBOTT,EAS WHEY PROT PDR",6.61,385,66.67,5.13,3.65,17.95,0,5.13,256,0.92,181,643,564,385,7.14,1,,24.8,0.8,0.714,0.857,10,,1,200,200,0,340,81.6,2.27,54,15,15,0,0,0,0,0,0.38,0,0,0.5,2.564,0.281,0.926,205,39,2 scoop,,,0
14034,"ALCOHOLIC BEV,CREME DE MENTHE,72 PROOF",28.3,371,0,0.3,0.01,41.6,0,41.6,0,0.07,0,0,0,5,0.04,0.08,0.04,0.4,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.015,0.167,0,33.6,1 fl oz,50,"1 jigger,  1.5 fl oz",0
14035,"BEVERAGES,ABBOTT,EAS SOY PROT PDR",2.83,405,47.62,3.57,2.03,43.94,0,40.48,95,6.43,22,441,714,452,2.29,1.001,0.849,0.7,0,0.1,0.057,0.817,0.034,0.057,100,0,100,100,113.7,0,0,0,0,0,0,0,0,0,0.12,0,0,2.7,0,0.644,1.956,0,44,1 scoop,,,0
14036,"BEVERAGES,CYTOSPORT,MUSCLE MILK,RTD",88.8,49,5.87,2.01,0.68,2.06,0.2,0.78,69,1.3,20,101,198,95,1.05,0.143,,0,27.6,0.133,0.139,1.416,0.604,0.224,33,33,0,56,0,0.69,365,88,88,0,0,0,0,0,0.83,0.7,28,0,0.221,0.884,0.221,2,414,14 fl oz,,,0
14037,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 80 PROOF",66.6,231,0,0,0.01,0,0,0,0,0.04,0,4,2,1,0.04,0.021,0.018,0,0,0.006,0.004,0.013,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,1 fl oz,42,"1 jigger,  (1.5 fl oz)",0
14038,"BEVERAGES,OCEAN SPRAY,CRAN-ENERGY,CRANBERRY ENERGY JUC DRK",96.18,15,0,0,0.11,3.75,0,3.75,0,0,2,1,0,21,0.01,0.01,0.029,0,25,0.003,0.354,4.167,2.083,0.417,0,0,0,0,0.4,1.25,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,250,1 can,,,0
14041,"BEVERAGES,NESTLE,BOOST PLUS,NUTRITIONAL DRK,RTD",71.1,138,5.38,5.38,0.97,17.29,1.2,8.46,135,1.73,38,115,138,77,1.73,0.192,0.269,6.7,23.1,0.144,0.163,1.537,0.961,0.269,38,38,0,65,21.1,0.81,480,84,72,0,144,0,0,0,5.19,2.3,92,12.3,0.42,2.551,0.122,4,237,1 bottle,,,0
14044,"BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1",88.33,58,6.59,2.88,0.61,0.85,0.4,0.6,130,0.96,44,136,179,72,0.85,0.014,,4.5,19.4,0.17,0.19,2.39,1.195,0.208,39,41,0,69,0,0.6,565,171,171,0,0,0,0,0,4.58,1.1,45,6.5,0.45,2.1,0.29,4,295,1 bottle,,,0
